id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17928170,Clarke Quay Studio (Staycation Approved),23336011,Heritage,Central Region,Singapore River,1.28738,103.84773,Private room,176,1,109,2022-06-16,1.75,55,345,18,S0454
17928273,Clarke Quay  Studio Single (Staycation Approved),23336011,Heritage,Central Region,Downtown Core,1.28918,103.84934,Private room,149,1,54,2022-06-15,0.86,55,286,6,S0454
17929045,Beds (without window)near Bugis Heritage,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,165,92,4,2020-01-18,0.11,6,5,0,
17929049,Premier Twin Beds (with window),211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,185,92,4,2019-12-26,0.09,6,5,0,
17929052,"Urban Heritage (Suite with washer/dryer,microwave)",211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,270,92,0,,,6,0,0,
17929053,Urban Skyloft with Balcony near Bugis Heritage,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,320,92,8,2021-06-21,0.19,6,0,0,
17929054,Heritage Family Room with high ceiling,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,290,92,3,2020-01-24,0.10,6,0,0,
17929055,Cabin Non window room near Bugis and City Hall,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,155,92,11,2020-02-21,0.30,6,0,0,
17929480,Downtown Queenbed Room@Chinatown (Not for Tourist),97878860,Chess,Central Region,Outram,1.28336,103.84139,Private room,69,92,0,,,65,172,0,
17947055,Downtown CityView Chinatown Queenbed room,97878860,Chess,Central Region,Outram,1.28482,103.84158,Private room,53,92,0,,,65,325,0,
17949590,Cheap Private Bedroom In Cosy Home,108417270,Nargis,East Region,Bedok,1.31738,103.90893,Private room,40,92,50,2020-01-14,0.97,3,89,0,
18052476,CHIC STAY IN THE HEART OF SINGAPORE!,124238686,Mk,Central Region,Newton,1.31001,103.84101,Private room,70,92,52,2020-03-10,0.83,2,68,0,
18085436,GT City Apt,124536308,Gongtong,North-East Region,Serangoon,1.35487,103.8687,Private room,375,92,0,,,1,0,0,
18086207,2 Bed 2 Bath Apt 2mins to MRT (min 3-mths),9321032,Ken,Central Region,Rochor,1.30112,103.85232,Entire home/apt,165,92,10,2022-04-30,0.16,1,207,1,
18109887,Condo Common room at clementi - near nus,101940767,Krish,West Region,Clementi,1.32,103.76018,Private room,59,92,15,2019-12-01,0.25,1,90,0,
18117026,New condo room near jurong east MRT,124827904,Lucy,West Region,Jurong East,1.33437,103.74177,Private room,90,92,16,2022-02-01,0.27,4,154,1,
18151459,West private room near NTU,12083856,Wendy,West Region,Jurong West,1.34443,103.71245,Private room,58,185,4,2018-05-02,0.06,2,365,0,
18166182,Lux 2Br @Tanjong Pagar / ShentonWay,45661681,Betty,Central Region,Outram,1.27731,103.84322,Entire home/apt,399,92,4,2021-12-08,0.07,11,365,1,
18169687,Luxury Serviced Apartment-Studio Room 6 & Pool,68059127,Wei,East Region,Bedok,1.32551,103.91498,Private room,130,92,6,2020-07-19,0.12,36,313,0,
18180874,"K2 guesthouse bedroom  with bathroom(205,305,309)",52310102,Shnstay,Central Region,Queenstown,1.27941,103.78772,Private room,216,1,7,2019-08-07,0.11,6,365,0,S0399
18184250,Lor 17 L2R5 Private room in a walkup apartment,33096269,E C,Central Region,Geylang,1.31314,103.88002,Private room,55,92,118,2022-02-05,1.90,6,364,1,
18199481,Clarke Quay Single no window (Staycation Approved),23336011,Heritage,Central Region,Singapore River,1.28915,103.84825,Private room,112,1,11,2022-06-07,0.27,55,335,1,S0454
18202395,Clarke Quay Studio No window (Staycation Approved),23336011,Heritage,Central Region,Outram,1.28242,103.84723,Private room,137,1,31,2022-05-22,0.72,55,324,2,S0454
18235755,LOVELY  STAY in HEART OF ISLAND!!,124238686,Mk,Central Region,Newton,1.30825,103.84003,Private room,68,92,138,2020-07-03,2.19,2,113,0,
18253219,"Condo studio, Tanjong Pagar MRT (CBD), Min. 3 mths",92626981,S,Central Region,Downtown Core,1.27361,103.84421,Entire home/apt,109,92,1,2017-12-30,0.02,1,312,0,
18284913,"B.City Centre, Cozy Place for 1 or more..",73308318,Shan Bros,Central Region,Rochor,1.30887,103.8538,Private room,59,92,115,2020-03-18,1.84,5,181,0,
18286281,NUS hive 1,126446203,Goh,West Region,Clementi,1.29454,103.76795,Private room,49,92,2,2021-04-29,0.03,2,365,0,
18342015,En-suites room with shared pool in bungalow house,68059127,Wei,East Region,Bedok,1.32478,103.9147,Private room,130,92,0,,,36,199,0,
18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,29791609,Goh,Central Region,River Valley,1.29617,103.84158,Private room,120,92,127,2021-02-27,2.05,2,365,0,
18434466,Queen bedroom with shared bathroom,46515276,Ark,Central Region,Kallang,1.31131,103.87237,Private room,49,365,68,2020-02-25,1.12,12,294,0,
18452100,prewar2 loftbed *roomCS > lavender MRT,97878860,Chess,Central Region,Kallang,1.30858,103.86098,Private room,30,92,2,2020-11-16,0.08,65,356,0,
18479131,Apartment at CBD fringe.  Main bedroom.,128188332,W,Central Region,Outram,1.27554,103.84119,Private room,70,180,0,,,1,0,0,
18484277,Humble & Conveniently Located 1BR in Katong Area,66406177,Jay,Central Region,Marine Parade,1.30587,103.89771,Entire home/apt,113,92,21,2020-07-31,0.34,140,0,0,
18508828,(Room)Breezy Comfy Stay (Kitchen Bathroom),128465640,Azlan,North Region,Woodlands,1.44882,103.79933,Private room,66,94,40,2020-04-15,0.65,2,365,0,
18513959,prewar doublebed RmR* > Lavender MRT,97878860,Chess,Central Region,Kallang,1.30983,103.862,Private room,51,92,1,2019-03-02,0.02,65,172,0,
18585234,Stunning Penthouse for TV / Ad Shoots only,23145293,Dj,Central Region,Bukit Merah,1.28386,103.82993,Private room,999,92,7,2021-08-29,0.11,1,358,1,
18619859,"Nice,clean,spacious,private room for rent near NTU",60077959,Ray,West Region,Jurong West,1.34509,103.69467,Private room,50,92,23,2022-06-14,0.46,2,364,3,
18646333,"Single Bed Room,  < 5 mins to Tanjong Pagar MRT",129561517,Daniel,Central Region,Downtown Core,1.2746,103.84181,Private room,73,365,0,,,1,0,0,
18674998,Cozy Premium Studio In Orchard Road (300 sqft),111065775,Joyce,Central Region,River Valley,1.29765,103.83627,Hotel room,170,6,7,2019-03-27,0.12,17,315,0,Authorised Serviced Apartment
18675202,Premium Studio 2 Mins Walk To Orchard (300 sqft),111065775,Joyce,Central Region,Orchard,1.29892,103.83846,Hotel room,170,6,19,2022-05-12,0.32,17,300,3,Authorised Serviced Apartment
18759060,Tanjong Pagar Pristine Studio Apartment,23336011,Heritage,Central Region,Outram,1.27952,103.84382,Entire home/apt,120,92,11,2019-08-24,0.18,55,365,0,
18858584,Cozy Premium Studio 2 Mins To Orchard (300 sqft),111065775,Joyce,Central Region,Orchard,1.29907,103.83825,Hotel room,170,6,10,2022-05-08,0.16,17,303,2,Authorised Serviced Apartment
18905203,Room 2 - Affordable common room near university,33003286,Suan Khim,West Region,Clementi,1.29558,103.76533,Private room,43,92,31,2021-09-30,0.56,2,47,1,Authorised Serviced Apartment
18978986,JJ house,132393304,Jason,North Region,Sembawang,1.44328,103.82434,Entire home/apt,99,92,0,,,1,90,0,
19056267,window greenery *roomC near CitySQ Mall.,2413412,Kaurus,Central Region,Kallang,1.31112,103.85809,Private room,33,92,2,2020-08-31,0.04,100,346,0,
19132856,"E.City Centre, Brand new Place for 1 or more.....",73308318,Shan Bros,Central Region,Rochor,1.30724,103.8527,Private room,51,92,104,2020-02-09,1.71,5,365,0,
19140847,"C.Modern Place, Value for Money for 1 or more...",73308318,Shan Bros,Central Region,Rochor,1.3091,103.85417,Private room,45,92,110,2020-08-30,1.80,5,365,0,
19200431,Michelle and Steven's place (II),20872645,Michelle,West Region,Bukit Batok,1.3577,103.75882,Private room,35,93,7,2021-10-31,0.12,2,205,2,
19218794,Renovated Master Bedroom & own bathroom@East Coast,36416351,Min,East Region,Bedok,1.30954,103.91471,Private room,100,92,33,2018-03-31,0.54,1,90,0,
19229162,Robertson Quay Pristine Studio Premium Apartment,23336011,Heritage,Central Region,River Valley,1.29668,103.83999,Entire home/apt,105,92,16,2020-05-06,0.34,55,310,0,
19231081,Tanjong Pagar Studio Premium Apartment,23336011,Heritage,Central Region,Outram,1.27707,103.84361,Entire home/apt,130,92,25,2020-03-24,0.52,55,365,0,
19231371,Superior Studio Room in house(8) with services,24496358,Katherine,East Region,Bedok,1.31669,103.91258,Private room,130,92,2,2021-12-10,0.16,38,337,1,
19258336,Warm house with nice view,134342173,Yarasul,North-East Region,Hougang,1.37601,103.90101,Private room,99,92,0,,,1,362,0,
19282261,Master bedroom in Hillview - Mich&Steve (III),20872645,Michelle,West Region,Bukit Batok,1.35775,103.76081,Private room,44,93,0,,,2,232,0,
19351097,BRAND NEW 2 bedroom at West Coast/Clementi /Jurong,66406177,Jay,West Region,Clementi,1.3172,103.75876,Entire home/apt,142,92,28,2021-05-15,0.48,140,0,0,
19438458,Modern zen bungalow in upper thomson,24759045,Yuichi,Central Region,Bishan,1.35732,103.82808,Private room,330,92,0,,,1,0,0,
19490734,Housemates wanted ♡♡♡,22554193,Eve,North-East Region,Ang Mo Kio,1.368,103.85688,Private room,49,180,0,,,2,204,0,
19491036,Modern newly renovated smart home in Pioneer,19006596,Jamie,West Region,Jurong West,1.33791,103.6947,Private room,45,180,0,,,1,0,0,
19534648,A Slice of Heritage in the City/Brown Suite,84590945,Syafiqah,Central Region,Downtown Core,1.28142,103.85261,Entire home/apt,517,1,0,,,4,275,0,M0042
19535251,A Slice of Heritage in the City/Finlayson Suite,84590945,Syafiqah,Central Region,Downtown Core,1.28143,103.85232,Entire home/apt,588,1,0,,,4,296,0,M0042
19595322,Elegant Loft in the Heart of Orchard Road,135298846,Karen,Central Region,Orchard,1.30291,103.83403,Entire home/apt,353,6,13,2020-02-02,0.22,9,106,0,Authorised Serviced Apartment
19595827,Comfy 2BR Apartment in the Heart of Orchard Road,135298846,Karen,Central Region,Orchard,1.30435,103.83382,Entire home/apt,674,6,20,2020-01-19,0.35,9,280,0,Authorised Serviced Apartment
19615310,Serviced Luxury Compact Suite at City Fringe A01,137951106,Simon,Central Region,Novena,1.32508,103.85314,Entire home/apt,128,92,44,2020-01-16,0.73,14,90,0,
19615505,City Fringe Apartment for Rent,21038840,Eileen,Central Region,Geylang,1.30944,103.8828,Entire home/apt,135,92,0,,,1,317,0,
19648215,Lux Suite@Marina Bay Singapore (Studio),69121685,Pat,Central Region,Downtown Core,1.28203,103.85404,Entire home/apt,239,92,6,2019-03-19,0.11,7,365,0,
19650919,Serviced Luxury Suite at City Fringe A02,137951106,Simon,Central Region,Novena,1.32363,103.85197,Private room,128,92,17,2020-02-13,0.28,14,90,0,
19652882,Lux Studio@Marina Bay Singapore,69121685,Pat,Central Region,Downtown Core,1.28065,103.8519,Entire home/apt,222,92,2,2018-10-19,0.04,7,365,0,
19668740,Serviced Luxury Suite at City Fringe A03,137951106,Simon,Central Region,Novena,1.32285,103.85362,Private room,128,92,15,2020-01-27,0.25,14,364,0,
19685674,Serviced Luxury Suite at City Fringe A04,137951106,Simon,Central Region,Novena,1.3249,103.85402,Private room,128,92,10,2020-01-22,0.21,14,364,0,
19720477,Beautifully-Furnished Cozy Room with Balcony,77077626,Markus,North-East Region,Serangoon,1.36662,103.86305,Private room,135,92,5,2018-08-27,0.08,3,365,0,
19731540,"AWESOME single rm NEAR NUS, NTU,INSEAD (7)",1439258,Joyce,Central Region,Queenstown,1.2795,103.78385,Private room,69,14,6,2022-05-01,0.11,50,49,1,S0399
19774490,partial Ensuite* with own washer/dryer,8948251,Joey,Central Region,Kallang,1.30791,103.86305,Private room,40,92,2,2020-12-30,0.03,74,325,0,
19774868,Private Room with Private Washroom for 1 Person,126914776,Anil,North-East Region,Ang Mo Kio,1.37579,103.84928,Private room,150,92,1,2017-07-20,0.02,1,364,0,
19831199,"Bright & Charming 1BR Shophouse Apt, 3mins to MRT",90613922,Jiayi,Central Region,Rochor,1.30477,103.85073,Entire home/apt,140,92,90,2020-03-13,1.51,2,204,0,
19847774,Beary's 3 Bed Private Room,45368183,Beary Best Hostel,Central Region,Outram,1.28359,103.84625,Hotel room,150,1,5,2020-01-26,0.11,8,0,0,S0246
19881239,Beary's Private 6 Bed Dorm,45368183,Beary Best Hostel,Central Region,Outram,1.28295,103.8444,Hotel room,201,1,1,2018-08-08,0.02,8,0,0,S0246
19895150,Rare Twin Studios /2rm @MarinaBaySG,69121685,Pat,Central Region,Downtown Core,1.28116,103.8536,Entire home/apt,461,92,4,2019-09-24,0.07,7,365,0,
19975545,Serviced Luxury Suite at City Fringe B01,137951106,Simon,Central Region,Novena,1.32419,103.85397,Entire home/apt,148,92,23,2020-01-18,0.39,14,358,0,
20000821,Serviced Luxury Suite at City Fringe C01,137951106,Simon,Central Region,Novena,1.32287,103.85383,Entire home/apt,168,92,14,2020-01-02,0.26,14,358,0,
20016031,Lux 2Br at Tg Pagar  / Shenton Way,69121685,Pat,Central Region,Outram,1.27719,103.84256,Entire home/apt,399,92,3,2018-02-19,0.05,7,354,0,
20016671,Hip Designer Studio @Novena,69121685,Pat,Central Region,Novena,1.32449,103.84315,Entire home/apt,127,92,3,2019-12-07,0.05,7,365,0,
20018299,Luxury Suite at City Fringe B02,137951106,Simon,Central Region,Novena,1.32437,103.85367,Entire home/apt,138,92,37,2020-02-12,0.63,14,358,0,
20019928,Fully Serviced Luxury Suite at City Fringe C02,137951106,Simon,Central Region,Novena,1.32481,103.85169,Entire home/apt,168,92,7,2019-12-29,0.12,14,364,0,
20040797,Fully Serviced Luxury Suite at City Fringe B03,137951106,Simon,Central Region,Novena,1.32361,103.85389,Entire home/apt,148,92,33,2020-02-17,0.55,14,358,0,
20040955,Fully Serviced Luxury Suite at City Fringe C03,137951106,Simon,Central Region,Novena,1.32509,103.85239,Entire home/apt,168,92,1,2017-08-05,0.02,14,358,0,
20059256,Fully Serviced Luxury Suite At City Fringe B05,137951106,Simon,Central Region,Novena,1.32366,103.85173,Entire home/apt,148,92,25,2020-01-31,0.42,14,84,0,
20060105,Luxury Serviced Suite At City Fringe B04,137951106,Simon,Central Region,Novena,1.32515,103.85341,Entire home/apt,138,92,32,2020-02-16,0.54,14,358,0,
20065234,QUAD ROOM FOR 4,65679130,Seven,Central Region,Kallang,1.31021,103.85817,Private room,145,92,4,2019-12-29,0.07,15,365,0,
20068221,Private Common Bedroom/Paya Lebar Station/Sims Ave,69005937,Keith Lau,Central Region,Geylang,1.31498,103.88642,Private room,30,92,0,,,1,0,0,
20084815,Prime Loft Apt in the heart of Orchard Road,135298846,Karen,Central Region,Orchard,1.30442,103.8325,Entire home/apt,471,6,20,2021-09-10,0.36,9,285,5,Authorised Serviced Apartment
20096441,Pristine 2BR Apt in the Heart of Orchard Road,135298846,Karen,Central Region,Orchard,1.3022,103.83398,Entire home/apt,506,6,10,2020-02-11,0.19,9,95,0,Authorised Serviced Apartment
20100445,Fully Serviced Luxury Suite at City Fringe C04,137951106,Simon,Central Region,Novena,1.32483,103.85237,Entire home/apt,168,92,12,2019-09-15,0.22,14,358,0,
20181595,Clean Dorms - Steps from Chinatown MRT! (Per Bed),100353323,Royal,Central Region,Outram,1.28483,103.84364,Hotel room,31,92,3,2021-07-30,0.05,6,365,1,
20181917,Clean Dorms - Steps from Chinatown MRT! (Per Bed),100353323,Royal,Central Region,Outram,1.28484,103.84285,Hotel room,31,92,1,2019-09-23,0.03,6,365,0,
20181944,Female Dorms - Unbeatable Location in Chinatown!,100353323,Royal,Central Region,Outram,1.283,103.84484,Hotel room,31,92,1,2019-04-30,0.03,6,365,0,
20182075,Central MRT Shopping Mall Condo Resort (Single),25753591,S,Central Region,Bukit Merah,1.28782,103.82832,Private room,93,92,7,2018-03-06,0.12,2,0,0,
20247516,Luxury yacht 3BR豪华游艇三室三卫，配有KTV,58692882,Lily,Central Region,Bukit Merah,1.2652,103.819,Entire home/apt,2500,92,55,2020-07-28,0.94,1,91,0,
20268188,"TRANQUIL, COSY ROOM FOR PRIVATE, INDIVIDUAL GUEST.",57815182,Home,North Region,Sembawang,1.44185,103.82356,Private room,90,92,0,,,4,364,0,
20363687,The Riverine by the Park,98101583,Chloe,Central Region,Kallang,1.30922,103.86962,Entire home/apt,250,180,0,,,1,358,0,
20395120,Contemporary casual,145421414,Tony,North-East Region,Punggol,1.39368,103.91515,Private room,52,92,4,2017-10-16,0.07,1,179,0,
20396642,Luxury Suite at City Fringe B06,137951106,Simon,Central Region,Novena,1.32513,103.85204,Private room,148,92,7,2020-02-17,0.13,14,358,0,
20459428,Ensuite MasterA1 bedroom @ heritage apartment,97878860,Chess,Central Region,Kallang,1.31219,103.85702,Private room,69,92,3,2018-02-05,0.05,65,325,0,
20468114,SUPERB SUITE FOR DISTINGUISHED INDIVIDUAL/COUPLE 2,112299696,Accomodation,North Region,Sembawang,1.44184,103.82358,Private room,132,92,1,2018-02-07,0.02,3,364,0,
20512779,Spacious Room in Lush Green Terrace House,9899270,Peir,Central Region,Bukit Timah,1.34401,103.77275,Private room,90,92,38,2020-03-09,0.69,6,90,0,
20539655,Giffard Mansion,134338083,Willie,Central Region,Novena,1.32699,103.84962,Private room,39,92,21,2019-09-29,0.36,2,357,0,Authorised Serviced Apartment
20547412,City Condo Queen Bed room and Big Window,146727068,Jennifer,Central Region,Toa Payoh,1.34156,103.84194,Private room,180,92,0,,,1,0,0,
20564987,Cozy Room,81511180,Eugene,Central Region,Bukit Merah,1.27619,103.83665,Private room,70,92,2,2017-12-29,0.04,1,0,0,
20581173,Condo Room at Singapore's Oasis,146100311,Cindy,West Region,Jurong East,1.34351,103.73219,Private room,61,92,3,2019-11-10,0.08,1,364,0,
20625688,"1970s private queenbed Rm1, no-sharing.",8948251,Joey,Central Region,Geylang,1.3147,103.88163,Private room,33,92,0,,,74,356,0,
20625726,Aljunied Queenbed roomC > 5min MRT > CBD 15 mins,2413412,Kaurus,Central Region,Geylang,1.31541,103.88217,Private room,35,92,1,2019-09-07,0.03,100,356,0,
20625773,postwar queenbed *rm > 3min walk aljunied mrt,97878860,Chess,Central Region,Geylang,1.31539,103.88213,Private room,33,92,1,2018-11-24,0.02,65,356,0,
20631625,"CLASSIC 1BR in VIVA VISTA, SINGAPORE",138649185,Fiona,Central Region,Queenstown,1.28684,103.78593,Entire home/apt,255,92,0,,,206,364,0,
20640481,Condo room  just opposite of Mrt & Garden,21386285,Susie,West Region,Jurong East,1.34463,103.73245,Private room,61,92,4,2019-01-23,0.07,1,365,0,
20658143,"LOFT 1-BR in WEST COAST, SINGAPORE",138649185,Fiona,West Region,Clementi,1.31439,103.75904,Private room,160,92,0,,,206,364,0,
20659099,"NEWEST 2BR, WEST COAST DRIVE",138649185,Fiona,West Region,Clementi,1.31505,103.75884,Private room,218,92,1,2018-02-03,0.02,206,364,0,
20659559,Two condo rooms at Same Unit,143892668,Chin,West Region,Jurong East,1.34453,103.7319,Private room,113,92,0,,,1,365,0,
20715202,Spacious Condo Room just in front of Mrt & Garden,9293170,Lee,West Region,Jurong East,1.34295,103.73295,Private room,61,92,8,2020-05-16,0.16,1,364,0,
20754763,Condo Master Room @ Raffles Area,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28039,103.85389,Private room,65,180,0,,,45,364,0,
20772493,ECSTATICALLY DECOR SUITE FOR THE DISCERNING (2) !,148809201,Amazing,North Region,Sembawang,1.43964,103.82401,Private room,118,92,1,2017-10-06,0.02,4,0,0,
20774303,SERENE SUITE FOR THE DISCERNING GUESTS (3) !!!,148809201,Amazing,North Region,Sembawang,1.44199,103.82264,Private room,68,92,1,2022-01-01,0.17,4,0,1,
20774506,SPACIOUS  MASTER-SUITE-ROOM  WITH  KING-SIZED BED,148809201,Amazing,North Region,Sembawang,1.43979,103.82187,Private room,208,92,0,,,4,0,0,
20774607,PRIVATE COSY ROOM FOR  BASIC SINGLE OR COUPLE !!!,148809201,Amazing,North Region,Sembawang,1.4406,103.82203,Private room,90,92,1,2018-03-29,0.02,4,0,0,
20778113,1BR @ SG's foodie area,11248671,Mei Xi,Central Region,Marine Parade,1.30928,103.89457,Private room,65,92,1,2017-10-18,0.02,1,89,0,
20788751,Near City Square Mall. Farrer Pk. Park Royal hotel,69121685,Pat,Central Region,Kallang,1.31039,103.85819,Private room,65,92,0,,,7,0,0,
20791161,YOUR entire PRIVATE LUXURY PENTHOUSE condo unit,122991242,Jj,West Region,Tuas,1.31947,103.64828,Entire home/apt,10286,92,5,2017-10-31,0.09,1,90,0,
20803693,Private Room for 2pax @ Chinatown,8881470,Wink,Central Region,Outram,1.2846,103.8433,Hotel room,126,92,3,2020-02-25,0.06,5,234,0,
20806898,Affordable 1 Studio Suite Apartment @ Orchard Road,124516401,Orchard Point,Central Region,Orchard,1.30252,103.84143,Entire home/apt,473,6,5,2021-11-25,0.09,5,363,1,Authorised Serviced Apartment
20813719,320sqft,149095282,Choo,Central Region,River Valley,1.29614,103.83546,Private room,152,92,0,,,2,0,0,
20822762,Condo Queen Common Room CBD,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28205,103.85306,Private room,65,180,0,,,45,364,0,
20823632,shower wash basin in YOUR solo *room 1970s unit,8948251,Joey,Central Region,Geylang,1.31655,103.88148,Private room,37,92,2,2018-10-31,0.04,74,356,0,
20824274,Downtown Queenbed *Room3 @ Chinatown,97878860,Chess,Central Region,Outram,1.2848,103.84137,Private room,40,92,2,2018-07-29,0.04,65,329,0,
20836357,6 Bed Mixed Dorm(3),63448912,River City Inn,Central Region,Singapore River,1.28774,103.846,Shared room,40,365,1,2019-01-07,0.02,19,345,0,S0301
20836530,6 Bed Mixed Dorm(4),63448912,River City Inn,Central Region,Singapore River,1.28817,103.84644,Shared room,40,365,2,2018-03-25,0.04,19,350,0,S0301
20842913,10 Bed Mixed Dorm(5) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28666,103.84775,Shared room,36,365,0,,,19,348,0,S0301
20842916,10 Bed Mixed Dorm(6) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28655,103.84795,Shared room,36,365,1,2019-12-30,0.03,19,349,0,S0301
20842919,10 Bed Mixed Dorm(7) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28808,103.84827,Shared room,36,365,0,,,19,353,0,S0301
20842922,10 Bed Mixed Dorm(8) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28842,103.84601,Shared room,36,365,1,2018-11-19,0.02,19,350,0,S0301
20842926,10 Bed Mixed Dorm(9) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28719,103.84621,Shared room,36,365,0,,,19,354,0,S0301
20842927,10 Bed Mixed Dorm(10) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28649,103.84774,Hotel room,36,365,0,,,19,0,0,S0301
20856422,Downtown Queenbed Room@Chinatown (Not for Tourist),97878860,Chess,Central Region,Outram,1.28304,103.84315,Private room,69,92,0,,,65,172,0,
20865016,Lush Green Neighborhood Private Room,141856494,Kevin,Central Region,Bishan,1.35751,103.83001,Private room,50,92,41,2019-01-26,0.71,1,279,0,
20880300,Full Student Care home for foreign students,94428597,Edmund,West Region,Bukit Batok,1.3614,103.76444,Private room,50,92,0,,,1,0,0,
20887146,Flexible Term: Master★★★★★w/ Maid @Jurong East,11897350,Pat/Linda,West Region,Jurong East,1.33649,103.7375,Private room,60,92,2,2020-01-19,0.06,3,365,0,
20888336,Cozy Room with a View,144358326,Mini,Central Region,Bukit Timah,1.33463,103.80969,Private room,47,92,100,2022-01-16,1.74,1,20,5,
20904654,"Large ""Studio"" @Novena no kitchen",69121685,Pat,Central Region,Novena,1.32165,103.84119,Entire home/apt,97,92,1,2018-02-02,0.02,7,365,0,
20984770,Ensuite Master3A bedroom @ heritage apmt,97878860,Chess,Central Region,Kallang,1.31141,103.8566,Private room,50,92,2,2020-02-22,0.04,65,356,0,
21004249,"Spacious Master room ,CBD Marina bay",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28622,103.85473,Private room,90,180,0,,,45,364,0,
21013726,"Lavender Semi-Ensuite*, 5 min to MRT",2413412,Kaurus,Central Region,Kallang,1.30852,103.86103,Private room,40,92,4,2021-07-12,0.10,100,325,1,
21015410,partial *Ensuite with own washer/dryer,8948251,Joey,Central Region,Kallang,1.30895,103.86149,Private room,40,92,1,2019-06-14,0.03,74,325,0,
21015787,prewar miniStudio + washer/dryer,97878860,Chess,Central Region,Kallang,1.3097,103.8617,Private room,40,92,0,,,65,325,0,
21015821,3 Bedroom Family Apartment | Pool Gym Playground,148161274,Jan,Central Region,Bukit Timah,1.33253,103.78883,Entire home/apt,220,92,0,,,3,0,0,
21015824,Work From Home | 1 Bedroom Apartment in Singapore,148161274,Jan,Central Region,Bukit Timah,1.33048,103.78882,Entire home/apt,140,92,1,2017-12-31,0.02,3,0,0,
21015873,SG Clean Studio with Kitchen | 2 min to Bras Basah,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,191,6,10,2022-03-30,0.22,26,1,4,Authorised Serviced Apartment
21015874,Furnished Clean Central City View Studio Apartment,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,230,6,13,2022-05-09,0.24,26,0,2,Authorised Serviced Apartment
21015876,Studio Serviced Apartment | 5-mins walk to Bugis+,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,175,6,19,2022-04-30,0.35,26,10,3,Authorised Serviced Apartment
21015880,Fully-Furnished SG Clean Apartment with City views,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,200,6,31,2022-01-01,0.58,26,0,4,Authorised Serviced Apartment
21015881,SG Clean Apartment with city views in CBD Downtown,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,200,6,9,2022-01-04,0.19,26,0,2,Authorised Serviced Apartment
21015977,Fully Furnished SGClean WFH Apartment | city views,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,200,6,9,2021-12-18,0.22,26,0,3,Authorised Serviced Apartment
21037930,Simple place to stay,151527816,Weifen,West Region,Choa Chu Kang,1.37776,103.73604,Shared room,69,92,1,2018-07-22,0.02,1,0,0,
21044947,Bright /Airy /Spacious 2B Condo in Novena,151530641,Pamela,Central Region,Novena,1.32161,103.84791,Entire home/apt,225,92,2,2017-12-09,0.03,1,89,0,
21049838,The Sail[Marina Boulevard] Queen Room,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28484,103.85875,Private room,57,180,0,,,45,364,0,
21050025,Marina bay view Queen common room,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28875,103.85302,Private room,68,180,0,,,45,364,0,
21061607,Outdoor balcony Marina bay view Big Master room,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28525,103.8529,Private room,80,180,0,,,45,365,0,
21145943,Downtown FireworksView EnsuiteM200,97878860,Chess,Central Region,Outram,1.28412,103.84245,Private room,48,92,0,,,65,356,0,
21154124,Master Bedroom in City Area,152646149,En Chern,Central Region,Rochor,1.30103,103.85222,Private room,55,92,1,2017-11-26,0.02,3,203,0,
21182751,6 Bed family room,87731750,Gap Year,Central Region,Kallang,1.31672,103.8597,Private room,144,92,3,2018-03-26,0.05,8,1,0,
21200260,Superhost 1BR APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.27528,103.84398,Entire home/apt,141,92,10,2020-02-01,0.18,140,0,0,
21214988,Luxury place,149095282,Choo,Central Region,River Valley,1.29514,103.83672,Private room,152,92,1,2019-09-09,0.03,2,88,0,
